Variable	Year	Month	Value	Unit	Source	State	County	Country
Percentage of poultry loss accounted for by dehydration	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by dehydration	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by dehydration	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by theft	2017	1	30%	%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by theft	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by theft	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by theft	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by lost	2017	1	20%	%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by lost	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by lost	2017	3	40%	%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by lost	2017	4	67%	%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by flood	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by flood	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by flood	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by flood	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	4	67%	%	CliMIS	Warrap		South Sudan
Percentage of poultry loss accounted for by disease	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by disease	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by disease	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by disease	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by starvation	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by starvation	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by starvation	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by starvation	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by dehydration	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by dehydration	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by dehydration	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by dehydration	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by theft	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by theft	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by theft	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by theft	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by lost	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by lost	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by lost	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by lost	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by flood	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by flood	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by flood	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by flood	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of poultry loss accounted for by slaughter	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	1	92%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by disease	2017	2	100%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by disease	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by disease	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by starvation	2017	1		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by starvation	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by starvation	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by starvation	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	1		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by theft	2017	1	75%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by theft	2017	2	100%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by theft	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by theft	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by lost	2017	1	50%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by lost	2017	2	40%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by lost	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by lost	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by flood	2017	1		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by flood	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by flood	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by flood	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	1	42%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	2	60%	%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep loss accounted for by disease	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	1	60%	%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by disease	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by disease	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by disease	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by starvation	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by starvation	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by starvation	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by starvation	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by theft	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by theft	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by theft	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by theft	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by lost	2017	1	40%	%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by lost	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by lost	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by lost	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by flood	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by flood	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by flood	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by flood	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	1	50%	%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep loss accounted for by disease	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by disease	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by starvation	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by dehydration	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by theft	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by lost	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by flood	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep loss accounted for by slaughter	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of livestock with Foot and Mouth Disease (FMD) that are reported	2017	4	60	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Foot and Mouth Disease (FMD) that are vaccinated	2017	4	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Foot and Mouth Disease (FMD) that are treated	2017	4	25	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Lumpy Skin Disease (LSD) that are reported	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Lumpy Skin Disease (LSD) that are vaccinated	2017	4	100	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Lumpy Skin Disease (LSD) that are treated	2017	3	75	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Lumpy Skin Disease (LSD) that are treated	2017	4	75	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock with Contagious Bovine Pleuropneumonia (CBPP) that are reported	2017	3	100	%	CLiMIS	Eastern Equatoria		South Sudan
