Indicator Name|Unit|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2010-2012|2011|2011-2013|2012|2012-2014|2013|2014|2014-2016|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026|2027|2028|2029|2030|2031|2032|2033|2034|2035|2036|2037|2038|2039|2040|2041|2042|2043|2044|2045|2046|2047|2048|2049|2050|2051|2052|2053|2054|2055|2056|2057|2058|2059|2060|2061|2062|2063|2064|2065|2066|2067|2068|2069|2070|2071|2072|2073|2074|2075|2076|2077|2078|2079|2080|2081|2082|2083|2084|2085|2086|2087|2088|2089|2090|2091|2092|2093|2094|2095|2096|2097|2098|2099|2100
Import Quantity, Sawnwood, coniferous|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||||18.0|18.0||18.0|18.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sesame seed|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||6.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sheep|Head|||||||||||||||||||||||||||||||||||||||||||||||||0.0|0.0||0.0||0.0||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sheep and Goats|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|60.0||375.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sorghum|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||194658.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Soybeans|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||43.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Spices, nes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||169.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Starch, cassava|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||58.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar Raw Centrifugal|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||15817.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar and Honey|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||96990.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar beet|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||77.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar confectionery|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||226.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar refined|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||80947.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar, nes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sugar,Total (Raw Equiv.)|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||103806.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sweet corn frozen|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Sweet potatoes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||44.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tangerines, mandarins, clementines, satsumas|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tea|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||496.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tea, mate extracts|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||8.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Textile Fibres|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||94.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tobacco|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||8459.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tobacco products nes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||125.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tobacco, unmanufactured|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||8312.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tomatoes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1350.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tomatoes, paste|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||89.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Tomatoes, peeled|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Total Meat|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||600.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Turkeys|1000 Head|||||||||||||||||||||||||||||||||||||||||||||||||0.0|0.0||0.0||0.0||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vanilla|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vegetables in vinegar|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vegetables, dehydrated|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||3.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vegetables, fresh nes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||909.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vegetables, frozen|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||312.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vegetables, preserved nes|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||99.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Vegetables, preserved, frozen|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Wafers|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||50.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Watermelons|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||36.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Waters,ice etc|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||282.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Wheat|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||109.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Wheat+Flour,Wheat Equivalent|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||44577.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Wine|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||28.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Wine+Vermouth+Sim.|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||29.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Wood-based panels|m3||||||||||||||||||||||||||||||||||||||||||||||||||||||277.0||205.0|205.0||205.0|205.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Quantity, Yoghurt, concentrated or not|tonnes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||275.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Agricult.Products,Total|1000 US$||||||||||||||||||||||||||||||||||||||||||||||||||||||64683.0||46179.0|275753.0||216081.0|71244.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Animal Oil+Fat+Grs|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Animal Vegetable Oil|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||17216.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Animal fats|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Animals live nes|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||0.0|0.0||0.0||0.0||0.0|||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Animals, live, non-food|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||87.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Anise, badian, fennel, coriander|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Apples|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||37.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Asparagus|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Avocados|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||23.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Bananas|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||97.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Bananas and plantains|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||491.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Barley|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Barley, pearled|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beans, dry|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1784.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beans, green|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||593.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beer|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||6890.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beer of barley|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||6890.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beverages|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||24092.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beverages+Tobacco|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||26143.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beverages, distilled alcoholic|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||4773.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Beverages, non alcoholic|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||12277.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Bovine Meat|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||425.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Bovine, Animals|1000 US$||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|3.0||11.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Bran, maize|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||7.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Bread|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||14.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Broad beans, horse beans, dry|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||241.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Butter|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||158.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Butter, cow milk|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||154.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Buttermilk, curdled, acidified milk|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||361.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cabbages and other brassicas|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Canary seed|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Canned Meat nes|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||251.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Carrots and turnips|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cassava Equivalent|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||165.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cassava dried|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||152.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cattle|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||0.0|0.0||0.0||0.0||0.0|3.0||11.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cereal preparations, nes|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1971.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cereals|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||121766.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cereals and Preparations|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||143019.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cereals, breakfast|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||54.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cheese and Curd|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||21.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cheese, processed|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cheese, whole cow milk|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||20.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cherries|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Chickens|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||0.0|0.0||0.0||3.0||3.0|3.0||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Chillies and peppers, dry|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||9.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Chillies and peppers, green|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||41.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Chocolate products nes|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cigarettes|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||261.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cloves|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||6.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cocoa, beans|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||68.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Cocoa, powder & cake|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Coconuts|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Import Value, Coffee Green+Roast|1000 US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||511.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
